,text
2400,@united 1632 was phenomenal frm gate (SEA) to gate (IAD)
2401,.@united Thanks. Hopefully this is easily resolved.
2402,"@united A3 Gold. So the international baggage limit apply when booked on 1 ticket,even for a domestic leg?  What if I travel with 2 friends?"
2403,@united terrible travel experience. Traveled 8000 miles roundtrip but two Cancelled Flightlations of short hops cost me two days
2404,@united why are you charging people to see the freaking flight map? https://t.co/AgPb45v8wt
2405,@United my flight from MCO has been delayed &amp; scheduled to arrive after my connection departs. What options do I have?
2406,@united is not a company that values it's customer &amp; after reading tweets to them I'm not the only one who feels that way #lostmybusiness
2407,"@united I was insulted, disrespected and met with incompetence at every turn how about a voucher for a domestic round trip"
2408,@united. DAY to IAD and CVG to IAD both Cancelled Flightled by United but all other airlines operating. Friend stuck and now miss intl flight. Help?
2409,@united already DM you my concern. Pls check.
2410,@united well if you don't want your customers to be frustrated compensate them appropriately when you screw up royally!! #fakesincerity
2411,"@united I'm aware, I fly a lot :) Just sad I had to change my shoes (boots), ha! #HappyFlight"
2412,@united I will. Thanks.
2413,"@united employees are the angriest, angst-iest group of people anywhere (except for Tasha at check-in at IAH.) @dad_or_alive"
2414,@united But it's doubtful he'll fly United again and he will be traveling a lot as a sales manager covering all of North America
2415,@united They finally gave in a let him on. After they threatened to send him back to Vegas on coach. Thnx.
2416,@united Worst customer non-service for sure!
2417,@united Worst airline ever?
2418,@united same flight number different flight. I'm heading to MPLS
2419,@united flights taking off from IAD this afternoon?
2420,@united I will. I have to get to Bangkok. I have just 17 days to spend with my husband in his mid deployment leave. Like to get there asap
2421,@united Just let the employees know that good service and a kind attitude towards customers is vital in this kind of business. Thanks
2422,@united and a husband.
2423,@united need assistance. Line is out the door and travelling with 3 kids.
2424,@united Friend at O'Hare and can't get on flight bc they say no proof he bought 1st class tkt. He has boarding pass.
2425,"@united gave me a smile today, with a Zero Award... ;-) Computers have some sense of humour :-) http://t.co/JNqNbk7HuT"
2426,"@United Right now at Tropic Air in San Pedro, #Belize. Line out the door. All due to elected &amp; appointed hacks http://t.co/kKEDjNRTWo”"
2427,@united I take it as a compliment that I was mistaken several times as a member of your staff on my flight... time to remove my scarf :)
2428,"@united Your new mileage policy is awful. Before, I might have paid slightly more for United because of miles. Now there's no difference."
2429,@united can anyone assure me that the aircraft coming to Denver had left it's previous destination? Flight 3618
2430,@united yes refund my ticket and give me email address to let u know what happened
2431,@united I would like 2 speak @United VP of #CustExp Jimmy Samartzis! I sent a survey/email about my awful flight exp http://t.co/OtFZ7CygUQ
2432,"@united we are delayed in San Pedro, Belize. We are scheduled to fly out at 3pm from Belize City to Houston. Will you wait please?"
2433,@united Hello United. You should take care of your call center in Mexico City Office. Terrible attitude from the lady who was helping me.
2434,"@united Great!  I'm guessing you were Late Flight to open, service is horrible, you're overcharging, and don't care that everyone is miserable."
2435,"@united I'm glad 1K means something, lol!"
2436,@united UNBELIEVABLY DISAPPOINTED. DELAY AFTER DELAY. STOP MESSING WITH MY LIFE.
2437,@united What a really GREAT &amp; FLATTERING story about you! You should be very proud :) http://t.co/oKtUkjY92O (via @ParachuteGuy)
2438,@united I was able to get a seat on earlier flight sfo to ind.  Can you add me to 6pm ord to IND?
2439,@united I'm on snowy roads to BWI. I Just called MileagePlus &amp; told flight was Cancelled Flighted 1 1/2 hours ago. I rcvd no notification. Pls help
2440,@united I interviewed yesterday as a flight attendant I was the last person the recruiter said they lost my file n came back to interview me
2441,"@united remember in business, a pleasant experience, means you will tell a friend. A bad experience means you will tell everyone you see"
2442,@united let me assure you my travel time is 4h2m not 5h2m #timezones #accuratetraveltimes #3rdtimethishashappened http://t.co/e0C9bI09cf
2443,@united U BUMS HOW DO U LOSE THE BIGGEST BAG ON THE FLIGHT
2444,@united is to airlines as @comcast @XFINITY is to cable/internet
2445,@united customers ✅. Customer service ❌ http://t.co/qP6Aw3nLIP
2446,"@united great decision making skills flight ops IAH bag makes a 10 minute connection and I don't, flight pushed early. Disappointed!!!!"
2447,"Meanwhile, they fucked my flight. @united: The festivities are already in full swing at the United Fairway Club, overlooking the 17th hole.."
2448,"@united in the process of purchasing ticket, when prices changed. unbelievable. #RipOffs #PriceDiscrimination"
2449,"@united although, I am stranded in Chicago O'Hare for another 8 hours. Any chance your cracker-jack service team could provide a meal?"
2450,"@united All flights Cancelled Flighted :( Trip refunded without difficulty, staff extremely helpful, no complaints! Way to handle bad weather!"
2451,@united 14 hours after landing in #ATL &amp; I still do not have my bags...which means no clothes or makeup!!! #UnitedAirlines #nothappy
2452,@united #bullying in the #workforce not ok. Get gate agents 2 work as a team. 2 against 1 is never cool. #Delays #flights #UnitedAirlines
2453,"@united really fucked my day up Hilo to LAX 2hr30min delay because of software? missed connection, getting home 8hrs Late Flightr no upgrade nothin"
2454,@united send someone to the customer service counter in person. DIA concourse B across from gate B36a.
2455,@united I'm not sure why I expected anyone to be here http://t.co/bnFlHPXtmw
2456,@united this is not true. Gate agents 100% caused this. And we're not helpful. Thanks for making me miss connection!! http://t.co/xAIzW2isml
2457,@united Yes. Luckily I was there.
2458,@united it's my 21st birthday and my sister is coming to celebrate but her flights keep Cancelled Flighting PLZ do all you can to get her here!!!!
2459,@united what's the hold up with flight 6475 from SLC to DEN??
2460,@united DEN-PHX flight tomorrow Cancelled Flighted. Asked for overnight 2nite in LAX/SNA. Told not without paying. That's wrong
2461,@united can you please follow for a DM?
2462,@united thank you for the help!!
2463,@united Yeah that didn't happen!
2464,@united Why do I still not have my bags? They arrived @10AM &amp;website says they're still at the airport..2 1/2 hours Late Flightr???!! #nothappy
